toklen
28
36
58
64
67
42
67
50
57
67
52
34
50
31
26
42
65
40
27
52
29
53
23
46
53
44
51
42
37
70
46
56
42
63
64
32
43
21
50
19
54
43
63
41
24
57
45
45
40
47
38
26
62
50
71
43
27
46
50
39
57
47
43
56
74
45
29
53
36
38
49
57
26
39
73
37
39
59
38
63
52
12
33
39
34
49
56
54
33
22
40
44
64
59
29
48
35
58
54
53
65
44
34
59
31
38
57
59
47
41
56
36
56
57
28
62
34
46
48
40
34
28
62
36
35
56
45
51
33
37
48
44
51
47
37
47
70
32
45
54
32
62
24
40
40
52
38
54
31
41
47
38
32
36
52
64
64
49
39
42
36
53
32
39
61
30
71
45
42
49
66
32
52
38
21
13
43
37
49
48
35
38
67
66
60
43
38
32
64
31
42
21
52
14
30
38
38
42
44
31
63
49
73
33
43
43
49
19
47
54
74
29
60
38
37
67
63
38
48
62
40
61
51
37
42
40
48
49
72
48
54
58
36
32
50
50
32
24
39
33
49
63
39
34
31
65
51
48
39
72
45
54
47
37
31
63
52
59
35
45
30
36
45
41
48
52
32
34
39
44
68
51
39
39
52
39
32
57
51
46
29
46
49
51
47
39
57
63
40
39
52
47
54
55
41
54
40
37
43
25
48
39
37
42
43
63
35
35
49
46
65
42
39
57
57
19
34
59
34
49
62
44
35
53
40
53
70
55
32
53
28
43
45
52
50
59
59
36
55
53
46
42
41
38
47
36
44
57
35
45
39
56
65
22
29
45
46
47
35
33
31
46
47
59
45
49
29
50
44
39
39
49
37
53
20
52
48
54
23
62
58
39
26
46
36
42
64
30
51
49
38
35
35
50
31
17
51
47
26
40
44
34
33
44
36
54
58
48
24
59
38
52
46
44
34
32
71
33
41
38
54
46
44
56
61
40
45
24
55
67
40
67
43
37
56
23
36
49
63
58
45
40
27
51
24
34
44
54
46
53
40
36
54
43
53
30
49
44
55
42
31
60
33
48
38
47
42
54
53
52
50
38
25
34
20
52
32
42
32
27
40
29
49
42
29
54
72
28
41
56
45
51
37
28
34
24
40
57
46
29
56
38
40
36
46
43
42
48
51
37
33
32
41
49
20
37
38
45
20
59
40
44
58
49
48
36
39
51
36
57
50
45
59
51
38
41
46
28
35
36
54
39
42
48
45
60
38
61
52
31
34
56
53
43
52
30
50
44
60
35
48
40
17
55
41
55
60
49
48
71
52
59
48
31
26
72
38
30
51
40
65
55
51
53
44
36
63
45
34
47
65
35
39
50
60
39
58
15
37
44
26
37
24
60
41
46
37
28
40
68
38
49
34
43
24
55
38
43
32
49
52
49
61
42
50
31
58
21
62
45
49
53
33
13
41
57
39
60
45
53
59
64
40
69
51
56
62
32
63
51
42
37
51
41
56
49
39
47
35
52
28
61
39
53
47
65
37
59
35
57
33
35
56
26
51
61
25
29
64
32
68
45
66
44
38
29
52
58
56
55
71
59
39
55
39
52
56
71
48
46
48
40
43
45
61
42
28
40
52
61
46
35
24
61
43
61
61
57
43
70
31
45
62
67
36
35
48
65
43
55
53
32
54
49
61
45
25
46
58
32
48
21
47
52
76
53
37
42
42
45
38
53
30
53
25
59
54
43
49
52
32
38
61
63
40
48
35
41
38
26
46
37
64
27
54
59
51
37
25
28
43
38
41
44
30
40
49
29
57
43
60
33
38
52
70
57
53
68
49
59
66
34
45
48
50
34
48
52
65
68
39
56
57
42
44
43
64
50
59
43
16
44
38
38
41
57
36
49
31
50
32
52
53
54
24
59
28
39
44
41
43
40
59
41
42
46
52
57
66
39
45
61
27
21
65
49
27
47
47
68
12
59
69
47
41
53
65
68
49
60
58
51
23
37
33
56
35
20
74
37
51
55
44
36
57
13
64
40
33
67
47
30
33
51
53
60
21
56
56
56
61
56
48
62
26
59
54
42
32
54
49
38
49
45
40
59
42
42
52
53
50
61
59
48
33
36
53
52
35
27
43
58
53
37
59
40
34
39
50
46
64
57
65
49
41
39
37
34
39
42
38
68
39
25
37
57
46
72
48
31
28
51
56
17
48
38
40
52
46
49
60
56
32
40
36
53
31
29
36
32
37
41
39
29
27
32
73
37
57
51
43
39
44
37
28
59
48
35
39
50
63
34
52
63
65
42
41
57
34
50
40
56
33
52
52
35
50
52
48
49
41
40
58
60
39
20
46
26
45
64
53
38
53
35
63
30
45
47
61
40
42
58
50
51
33
52
43
60
30
64
37
49
35
24
31
35
63
45
50
27
50
45
49
49
59
27
30
42
40
49
47
57
54
65
32
46
48
27
61
56
67
38
29
72
61
29
32
39
45
67
39
41
67
52
45
60
47
37
51
41
25
34
50
36
61
57
29
50
54
35
37
56
39
29
44
61
33
35
52
53
35
55
35
44
46
60
56
56
45
40
54
36
51
46
36
58
50
34
33
49
46
69
52
59
26
56
40
53
34
35
62
34
57
36
50
57
62
36
40
39
63
57
42
40
49
37
33
42
42
44
39
46
58
42
54
44
67
64
56
38
56
46
27
46
66
56
34
60
46
26
66
55
52
59
44
54
53
31
41
52
30
46
59
49
27
64
45
75
38
55
34
30
41
36
35
71
37
38
28
39
29
32
58
47
35
53
48
35
36
56
68
59
38
54
71
42
54
44
35
49
45
42
53
35
41
51
30
32
21
67
42
37
49
43
51
37
34
41
68
58
52
50
22
38
36
40
54
45
38
72
35
32
31
50
47
59
76
39
44
50
72
47
47
51
55
62
52
57
58
35
30
35
72
47
40
49
41
20
34
38
31
51
23
37
63
49
47
39
32
37
51
50
52
29
42
49
55
37
30
18
36
41
32
47
40
42
71
62
47
63
59
58
52
12
59
40
45
47
34
63
26
56
28
31
47
56
43
69
45
28
49
40
53
47
41
54
33
43
36
67
30
34
32
53
29
19
32
42
27
57
32
46
25
38
51
55
61
64
52
47
32
54
42
51
42
25
55
39
31
53
37
34
46
27
46
41
28
52
58
58
49
26
58
34
55
55
30
53
75
56
34
56
49
24
41
57
67
46
68
34
55
56
61
65
29
58
66
50
37
33
47
64
38
31
53
37
35
42
51
41
45
27
35
58
57
41
51
37
32
61
26
35
36
30
54
39
38
34
23
45
66
48
49
29
41
41
47
45
45
54
60
59
41
32
31
50
46
40
40
60
50
34
57
67
50
47
70
52
57
51
53
39
40
34
40
52
36
33
51
48
44
47
43
53
46
40
30
53
47
47
63
51
41
24
60
55
32
34
37
40
35
36
58
35
39
37
70
45
42
37
40
52
58
68
44
40
38
59
64
70
45
45
61
52
41
50
59
33
49
50
42
61
28
66
35
23
31
34
45
45
41
30
25
40
33
43
45
55
51
39
46
37
61
53
38
26
55
69
55
45
25
30
36
48
45
38
60
43
62
48
38
65
43
58
36
66
51
60
33
43
39
51
58
29
43
51
39
43
54
38
42
35
45
46
46
40
53
35
47
40
49
46
43
31
43
39
31
45
50
27
43
52
43
39
47
67
44
56
34
36
42
64
52
40
49
45
68
55
47
32
46
36
55
52
32
32
29
50
34
45
43
49
38
28
35
57
48
55
61
55
45
43
46
39
52
71
52
55
63
41
52
28
61
59
36
43
38
57
53
55
47
48
44
28
75
27
30
53
58
25
68
54
67
44
47
43
59
29
43
43
61
50
39
33
35
31
40
34
51
38
37
57
43
47
42
40
38
49
34
53
44
49
59
39
49
45
45
48
55
21
46
46
35
36
36
43
39
41
44
46
56
42
45
68
71
44
53
47
56
40
46
46
42
49
55
40
50
54
36
39
36
52
56
44
44
32
58
65
29
59
60
37
46
43
40
70
36
68
49
52
33
33
39
29
35
37
23
52
46
42
41
43
51
42
60
54
46
39
38
58
64
31
53
39
47
46
41
41
35
36
40
52
43
56
63
36
64
61
41
58
38
75
56
39
31
63
44
34
55
41
38
43
53
62
51
41
45
32
29
44
34
47
33
41
25
50
30
17
40
30
34
25
29
38
31
48
52
53
41
31
46
58
55
51
51
51
34
47
27
35
39
41
41
56
48
40
65
41
36
56
42
30
50
28
65
31
39
63
45
37
47
37
39
45
43
30
57
13
55
38
37
44
24
43
44
39
22
55
47
58
36
41
44
38
42
35
26
43
52
32
66
42
31
46
64
54
44
39
48
51
47
37
55
45
49
47
55
36
33
49
53
55
39
48
32
26
50
57
67
54
47
38
72
45
55
28
32
69
48
49
55
35
32
52
41
51
37
51
67
41
71
41
48
57
34
35
32
69
39
45
46
39
66
30
45
29
50
41
70
47
41
56
56
55
25
57
48
23
57
44
31
57
37
45
38
55
50
17
25
72
43
29
45
48
53
42
41
26
48
38
36
42
52
27
50
60
43
47
41
28
30
50
51
56
41
66
45
28
43
38
33
51
24
32
55
36
36
44
60
53
41
15
36
35
42
39
42
28
37
39
35
39
43
54
38
32
36
54
49
35
42
37
40
37
69
44
42
31
43
49
41
25
51
57
40
50
48
36
17
55
28
58
32
26
23
25
44
57
47
41
38
42
59
30
35
28
34
66
50
35
37
66
51
71
56
42
43
52
36
40
43
29
47
44
46
37
43
64
30
50
63
42
39
53
23
41
50
47
44
28
44
52
61
61
16
47
45
59
50
58
57
36
51
45
27
54
49
32
59
32
42
20
49
38
62
38
49
53
43
42
40
49
45
69
46
48
64
34
46
60
35
29
34
41
58
38
50
48
63
57
48
58
39
44
48
71
51
56
33
63
56
54
39
39
45
26
59
68
47
44
46
34
48
38
40
48
63
45
56
44
40
53
35
27
51
51
49
29
57
36
36
45
55
31
36
46
32
58
40
57
43
33
33
62
37
54
50
45
47
29
41
51
35
47
48
65
53
62
54
42
54
41
68
43
45
43
26
51
48
42
46
50
27
50
48
58
47
39
40
52
33
40
36
56
56
64
42
54
54
49
39
48
53
37
60
38
38
62
42
66
39
61
45
47
51
37
44
38
56
63
25
39
54
55
50
58
35
37
25
21
36
50
53
41
50
69
68
45
39
21
61
53
32
45
46
35
31
31
38
61
48
46
44
51
58
42
54
28
41
64
46
44
60
50
51
35
36
42
49
57
66
29
47
42
55
58
43
35
55
36
40
49
40
36
63
57
36
45
60
57
38
49
40
34
39
51
46
53
48
39
24
47
62
35
64
39
43
53
59
29
48
53
42
47
60
42
29
32
20
38
35
67
50
36
46
42
43
29
37
38
45
34
49
37
52
39
52
48
37
47
42
47
32
59
26
46
36
57
55
50
54
67
54
58
52
50
21
28
44
30
75
35
65
36
32
56
40
52
70
47
56
58
46
56
24
31
51
59
45
69
50
25
34
58
47
64
31
50
56
57
53
38
52
52
46
57
54
45
40
36
38
45
35
29
49
33
52
34
50
55
18
64
29
37
36
49
56
58
43
61
66
50
48
51
39
66
42
29
53
73
46
55
37
42
39
27
39
51
48
48
35
21
26
25
49
35
33
47
53
54
51
35
36
40
42
67
63
63
40
27
61
35
41
57
28
31
50
62
66
36
48
51
40
23
40
46
53
61
31
34
47
26
48
47
49
53
32
29
41
53
26
33
46
58
52
40
62
49
48
52
46
43
52
54
41
53
54
34
53
37
46
33
31
65
31
54
44
39
43
50
58
68
30
47
26
76
44
38
34
41
